ID университета,Название университета,Экономика и управление,Социология и социальная работа,Юриспруденция,Политические науки и регионоведение
10006968,"Уральский филиал федерального государственного образовательного бюджетного учреждения высшего образования ""Финансовый университет при Правительстве Российской Федерации""","297,3",N/A,N/A,N/A
140143622,"Филиал Автономной некоммерческой организации Высшего Образования ""Институт деловой карьеры"" в Тюменской области",N/A,N/A,"165,9",N/A
10001211,"Филиал ФГБОУ ВО ""Удмуртский государственный университет"" в г. Нижняя Тура","23,7",N/A,N/A,N/A
10001342,"Филиал федерального государственного автономного образовательного учреждения высшего образования ""Южно-Уральский государственный университет (национальный исследовательский университет)"" в г. Миассе","74,9",N/A,N/A,N/A
10001340,"Филиал федерального государственного автономного образовательного учреждения высшего образования ""Южно-Уральский государственный университет (национальный исследовательский университет)"" в г.Златоусте","2,5",N/A,N/A,N/A
10001343,"Филиал федерального государственного автономного образовательного учреждения высшего образования ""Южно-Уральский государственный университет (национальный исследовательский университет)"" в г.Нижневартовске","53,9",N/A,N/A,N/A
10110906,"Челябинский филиал Автономной некоммерческой организации высшего профессионального образования ""Российская академия предпринимательства""","7,3",N/A,N/A,N/A
10001845,"Челябинский филиал федерального государственного бюджетного образовательного учреждения высшего образования ""Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации"" ","444,1",N/A,N/A,N/A
1968,Автономная некоммерческая образовательная организация высшего образования «Сибирский институт бизнеса и информационных технологий»,"656,4",N/A,N/A,N/A
2025,автономная некоммерческая образовательная организация высшего образования Центросоюза Российской Федерации «Сибирский университет потребительской кооперации»,"585,6",N/A,N/A,N/A
2035,"Автономная некоммерческая организация высшего образования «Сибирский институт бизнеса, управления и психологии»","99,2",N/A,N/A,N/A
1854,"Негосударственное (частное) образовательное учреждение высшего образования ""Томский институт бизнеса""","1,5",N/A,N/A,N/A
110352,"Негосударственное образовательное учреждение высшего профессионального образования ""Новосибирский институт экономики, психологии и права""","2,5",N/A,N/A,N/A
1507,"федеральное государственное автономное образовательное учреждение высшего образования ""Сибирский федеральный университет""","2 747,3",N/A,N/A,N/A
294,Федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский Томский государственный университет»,"1 032,9",N/A,N/A,N/A
296,федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский Томский политехнический университет»,"102,8",N/A,N/A,N/A
178,федеральное государственное автономное образовательное учреждение высшего образования «Новосибирский национальный исследовательский государственный университет»,"788,0",N/A,N/A,N/A
1682,"федеральное государственное бюджетное образовательное учреждение высшего образования ""Алтайский государственный аграрный университет""","224,4",N/A,N/A,N/A
19,"федеральное государственное бюджетное образовательное учреждение высшего образования ""Алтайский государственный гуманитарно-педагогический университет имени В.М. Шукшина""","7,1",N/A,N/A,N/A
3,"федеральное государственное бюджетное образовательное учреждение высшего образования ""Алтайский государственный технический университет им. И.И. Ползунова""","645,2",N/A,N/A,N/A
7,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Ангарский государственный технический университет""","28,8",N/A,N/A,N/A
83,"федеральное государственное бюджетное образовательное учреждение высшего образования ""Иркутский государственный университет""","1 067,6",N/A,N/A,N/A
106,"федеральное государственное бюджетное образовательное учреждение высшего образования ""Красноярский государственный педагогический университет им. В.П. Астафьева""","0,1",N/A,N/A,N/A
175,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Новосибирский государственный архитектурно-строительный университет (Сибстрин)""","48,6",N/A,N/A,N/A
176,"федеральное государственное бюджетное образовательное учреждение высшего образования ""Новосибирский государственный педагогический университет""","123,3",N/A,N/A,N/A
183,"федеральное государственное бюджетное образовательное учреждение высшего образования ""Омский государственный технический университет""","939,3",N/A,N/A,N/A
269,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Сибирский государственный автомобильно-дорожный университет (СибАДИ)""","101,9",N/A,N/A,N/A
272,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Сибирский государственный индустриальный университет""","130,6",N/A,N/A,N/A
293,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Томский государственный педагогический университет""","80,4",N/A,N/A,N/A
295,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Томский государственный университет систем управления и радиоэлектроники""","869,2",N/A,N/A,N/A
322,"федеральное государственное бюджетное образовательное учреждение высшего образования ""Хакасский государственный университет им. Н.Ф. Катанова""","245,4",N/A,N/A,N/A
4,федеральное государственное бюджетное образовательное учреждение высшего образования «Алтайский государственный университет»,"925,1",N/A,N/A,N/A
12,федеральное государственное бюджетное образовательное учреждение высшего образования «Байкальский государственный университет»,"2 229,8",N/A,N/A,N/A
23,федеральное государственное бюджетное образовательное учреждение высшего образования «Братский государственный университет»,"112,0",N/A,N/A,N/A
53,федеральное государственное бюджетное образовательное учреждение высшего образования «Горно-Алтайский государственный университет»,"18,9",N/A,N/A,N/A
1690,федеральное государственное бюджетное образовательное учреждение высшего образования «Иркутский государственный аграрный университет имени А.А. Ежевского»,"215,1",N/A,N/A,N/A
1757,Федеральное государственное бюджетное образовательное учреждение высшего образования «Иркутский государственный университет путей сообщения»,"784,5",N/A,N/A,N/A
82,Федеральное государственное бюджетное образовательное учреждение высшего образования «Иркутский национальный исследовательский технический университет»,"786,6",N/A,N/A,N/A
99,федеральное государственное бюджетное образовательное учреждение высшего образования «Кемеровский государственный университет»,"927,3",N/A,N/A,N/A
1641,федеральное государственное бюджетное образовательное учреждение высшего образования «Красноярский государственный аграрный университет»,"472,9",N/A,N/A,N/A
1589,федеральное государственное бюджетное образовательное учреждение высшего образования «Красноярский государственный медицинский университет имени профессора В.Ф. Войно-Ясенецкого» Министерства здравоохранения  Российской Федерации,"2,0",N/A,N/A,N/A
1666,федеральное государственное бюджетное образовательное учреждение высшего образования «Кузбасская государственная сельскохозяйственная академия»,"87,5",N/A,N/A,N/A
111,федеральное государственное бюджетное образовательное учреждение высшего образования «Кузбасский государственный технический университет имени Т.Ф. Горбачева»,"437,7",N/A,N/A,N/A
1649,федеральное государственное бюджетное образовательное учреждение высшего образования «Новосибирский государственный аграрный университет»,"524,6",N/A,N/A,N/A
1619,федеральное государственное бюджетное образовательное учреждение высшего образования «Новосибирский государственный медицинский университет» Министерства здравоохранения Российской Федерации,N/A,"7,0",N/A,N/A
177,федеральное государственное бюджетное образовательное учреждение высшего образования «Новосибирский государственный технический университет»,"1 590,8",N/A,N/A,N/A
179,федеральное государственное бюджетное образовательное учреждение высшего образования «Новосибирский государственный университет экономики и управления «НИНХ»,"2 037,1",N/A,N/A,N/A
180,федеральное государственное бюджетное образовательное учреждение высшего образования «Норильский государственный индустриальный институт»,"121,8",N/A,N/A,N/A
1638,федеральное государственное бюджетное образовательное учреждение высшего образования «Омский государственный аграрный университет имени П.А.Столыпина»,"290,9",N/A,N/A,N/A
182,Федеральное государственное бюджетное образовательное учреждение высшего образования «Омский государственный педагогический университет»,"46,8",N/A,N/A,N/A
184,федеральное государственное бюджетное образовательное учреждение высшего образования «Омский государственный университет им. Ф.М. Достоевского» ,"598,5",N/A,N/A,N/A
1599,федеральное государственное бюджетное образовательное учреждение высшего образования «Омский государственный университет путей сообщения»,"555,8",N/A,N/A,N/A
1618,федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный медицинский университет» Министерства здравоохранения Российской Федерации,"139,3",N/A,N/A,N/A
1763,Федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный университет водного транспорта»,"187,0",N/A,N/A,N/A
270,федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный университет геосистем и технологий»,"120,7",N/A,N/A,N/A
271,федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный университет науки и технологий имени академика М.Ф. Решетнева»,"1 222,6",N/A,N/A,N/A
1715,федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный университет путей сообщения»,"1 870,6",N/A,N/A,N/A
1719,федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный университет телекоммуникаций и информатики»,"4,0",N/A,N/A,N/A
292,федеральное государственное бюджетное образовательное учреждение высшего образования «Томский государственный архитектурно-строительный университет»,"11,2",N/A,N/A,N/A
299,федеральное государственное бюджетное образовательное учреждение высшего образования «Тувинский государственный университет»,"187,2",N/A,N/A,N/A
1958,"Частное образовательное учреждение высшего образования ""Сибирский юридический университет""",N/A,N/A,"811,3",N/A
1991,Частное образовательное учреждение высшего образования «Восточно-Сибирский институт экономики и права»,"57,6",N/A,N/A,N/A
1924,"Частное учреждение образовательная организация высшего образования ""Омская гуманитарная академия""","299,3",N/A,N/A,N/A
12012924,Алтайский институт труда и права (филиал) Образовательного учреждения профсоюзов высшего образования «Академия труда и социальных отношений»,"10,4",N/A,N/A,N/A
12012813,"Алтайский институт экономики - филиал частного образовательного учреждения высшего образования ""Санкт- Петербургский университет технологий управления и экономики"" ","57,6",N/A,N/A,N/A
10006721,Алтайский филиал Федерального государственного бюджетного образовательного учреждения высшего образования «Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации»(Алтайский филиал РАНХиГС),"908,3",N/A,N/A,N/A
10006954,"Алтайский филиал федерального государственного образовательного бюджетного учреждения высшего образования ""Финансовый университет при Правительстве Российской Федерации"" ","285,0",N/A,N/A,N/A
10006939,Ачинский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Красноярский государственный аграрный университет» ,"11,3",N/A,N/A,N/A
10000307,"Беловский институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования ""Кемеровский государственный университет"" ","92,9",N/A,N/A,N/A
10000009,"Бийский технологический институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования ""Алтайский государственный технический университет им. И.И. Ползунова""","3,0",N/A,N/A,N/A
10006945,"Восточно-Сибирский филиал Федерального государственного бюджетного образовательного учреждения высшего образования ""Российский государственный университет правосудия""(г. Иркутск)",N/A,N/A,"401,3",N/A
10006947,"Западно-Сибирский филиал Федерального государственного образовательного учреждения высшего образования ""Российский государственный университет правосудия"" (г. Томск)",N/A,N/A,"299,6",N/A
10006808,Иркутский институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Всероссийский государственный университет юстиции (РПА Минюста России)»,"46,0",N/A,N/A,N/A
10006937,Красноярский институт железнодорожного транспорта – филиал Федерального государственного бюджетного образовательного учреждения высшего образования «Иркутский государственный университет путей сообщения»,"203,2",N/A,N/A,N/A
12013936,Красноярский филиал негосударственного образовательного учреждения высшего профессионального образования «Санкт-Петербургский Гуманитарный университет профсоюзов»,N/A,"2,1",N/A,N/A
12006939,Красноярский филиал Образовательного учреждения профсоюзов высшего образования «Академия труда и социальных отношений»,"26,8",N/A,N/A,N/A
140114299,"Лесосибирский филиал федерального государственного бюджетного образовательного учреждения высшего образования ""Сибирский государственный университет науки и технологий имени академика М.Ф.Решетнева""","31,9",N/A,N/A,N/A
10000305,"Новокузнецкий институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования ""Кемеровский государственный университет"" (НФИ КемГУ)","219,3",N/A,N/A,N/A
10000487,"Новосибирский технологический институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования ""Российский государственный университет им. А.Н. Косыгина (Технологии. Дизайн. Искусство)""","41,5",N/A,N/A,N/A
10001153,"Новосибирский юридический институт (филиал) федерального государственного бюджетного образовательного учреждения высшего профессионального образования ""Национальный исследовательский Томский государственный университет""",N/A,N/A,"387,1",N/A
10006794,"Омский институт водного транспорта - филиал Федерального государственного бюджетного образовательного учреждения высшего образования ""Сибирский государственный университет водного транспорта""","3,0",N/A,N/A,N/A
10006925,"Омский филиал Негосударственного образовательного частного учреждения высшего образования ""Московский финансово-промышленный университет ""Синергия""","225,4",N/A,N/A,N/A
10006972,"Омский филиал федерального государственного образовательного бюджетного учреждения высшего образования ""Финансовый университет при Правительстве Российской Федерации""","492,4",N/A,N/A,N/A
10000010,"Рубцовский индустриальный институт(филиал) ФГБОУ ВО "" Алтайский государственный технический университет имени И.И.Ползунова""","12,1",N/A,N/A,N/A
10000013,Рубцовский институт (филиал) федерального государственного бюджетного образовательного учреждения высшего профессионального образования «Алтайский государственный университет»,"87,8",N/A,N/A,N/A
10003308,Северский технологический институт - филиал федерального государственного автономного образовательного учреждения высшего образования «Национальный исследовательский ядерный университет «МИФИ»,"17,8",N/A,N/A,N/A
10001830,"Сибирский институт управления - филиал федерального государственного бюджетного образовательного учреждения высшего образования ""Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации""","1 464,0",N/A,N/A,N/A
10000857,Сибирский казачий институт технологий и управления (филиал) Московского государственного университета технологий и управления имени К.Г.Разумовского,"7,9",N/A,N/A,N/A
10006537,"Тарский филиал федерального государственного бюджетного образовательного учреждения высшего образования ""Омский государственный аграрный университет имени П.А.Столыпина""","10,1",N/A,N/A,N/A
10006595,Томский сельскохозяйственный институт - филиал федерального государственного бюджетного образовательного учреждения высшего образования «Новосибирский государственный аграрный университет»,"21,9",N/A,N/A,N/A
12013109,"Тывинский филиал автономной некоммерческой образовательной организации высшего образования Центросоюза Российской Федерации ""Сибирский университет потребительской кооперации""","5,6",N/A,N/A,N/A
10000014,"Филиал федерального государственного бюджетного образовательного учреждения высшего  образования ""Алтайский государственный университет"" в г. Белокурихе","0,5",N/A,N/A,N/A
10000038,"Филиал федерального государственного бюджетного образовательного учреждения высшего образования ""Байкальский государственный университет"" в г. Братске (Филиал ФГБОУ ВО ""БГУ"" в г. Братске)","19,9",N/A,N/A,N/A
10000039,"Филиал федерального государственного бюджетного образовательного учреждения высшего образования ""Байкальский государственный университет"" в г.Усть-Илимске (Филиал ФГБОУ ВО ""БГУ"" в г. Усть-Илимске)","8,9",N/A,N/A,N/A
10000356,"Филиал федерального государственного бюджетного образовательного учреждения высшего образования ""Кузбасский государственный технический университет имени Т.Ф. Горбачева"" в г. Белово","27,9",N/A,N/A,N/A
10000357,"Филиал Федерального государственного бюджетного образовательного учреждения высшего образования ""Кузбасский государственный технический университет имени Т.Ф. Горбачева"" в г. Междуреченске","44,8",N/A,N/A,N/A
10000359,"Филиал Федерального государственного бюджетного образовательного учреждения высшего образования ""Кузбасский государственный технический университет имени Т.Ф. Горбачева"" в г. Прокопьевске","28,3",N/A,N/A,N/A
10000358,"Филиал Федерального государственного бюджетного образовательного учреждения высшего образования"" Кузбасский государственный технический университет имени Т.Ф. Горбачева"" в г.Новокузнецке","95,8",N/A,N/A,N/A
10000016,"филиал федерального государственного бюджетного образовательного учреждения высшего профессионального образования ""Алтайский государственный университет"" в г. Бийске","20,4",N/A,N/A,N/A
10001068,"Хакасский технический институт - филиал федерального государственного автономного образовательного учреждения высшего образования ""Сибирский федеральный университет""","38,6",N/A,N/A,N/A
10001161,"Юргинский технологический институт (филиал) федерального государственного автономного образовательного учреждения высшего образования ""Национальный исследовательский Томский политехнический университет""","14,0",N/A,N/A,N/A
110436,"Автономная некоммерческая образовательная организация высшего образования ""Якутский гуманитарный институт""",N/A,N/A,"3,5",N/A
110822,Восточно-Сибирский институт экономики и менеджмента,"25,9",N/A,N/A,N/A
1520,федеральное государственное автономное образовательное учреждение высшего образования «Дальневосточный федеральный университет»,"2 073,4",N/A,N/A,N/A
1527,Федеральное государственное автономное образовательное учреждение высшего образования «Северо-Восточный федеральный университет имени М.К. Аммосова»,"417,5",N/A,N/A,N/A
6,"федеральное государственное бюджетное образовательное учреждение высшего образования ""Амурский гуманитарно-педагогический государственный университет""","102,7",N/A,N/A,N/A
1751,"федеральное государственное бюджетное образовательное учреждение высшего образования ""Дальневосточный государственный аграрный университет""","180,7",N/A,N/A,N/A
328,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Забайкальский государственный университет""","530,4",N/A,N/A,N/A
1750,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Камчатский государственный технический университет""","72,9",N/A,N/A,N/A
95,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Камчатский государственный университет имени Витуса Беринга""","55,2",N/A,N/A,N/A
66,"федеральное государственное бюджетное образовательное учреждение высшего образования ""Приамурский государственный университет имени Шолом-Алейхема""","150,7",N/A,N/A,N/A
1695,"федеральное государственное бюджетное образовательное учреждение высшего образования ""Приморская государственная сельскохозяйственная академия""","32,2",N/A,N/A,N/A
260,"федеральное государственное бюджетное образовательное учреждение высшего образования ""Сахалинский государственный университет""","41,6",N/A,N/A,N/A
261,"федеральное государственное бюджетное образовательное учреждение высшего образования ""Северо-Восточный государственный университет""","128,8",N/A,N/A,N/A
321,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Хабаровский государственный университет экономики и права""","888,3",N/A,N/A,N/A
1795,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Чурапчинский государственный институт физической культуры и спорта""",N/A,"1,7",N/A,N/A
5,федеральное государственное бюджетное образовательное учреждение высшего образования «Амурский государственный университет»,"704,2",N/A,N/A,N/A
1742,федеральное государственное бюджетное образовательное учреждение высшего образования «Арктический государственный агротехнологический университет»,"137,5",N/A,N/A,N/A
1686,федеральное государственное бюджетное образовательное учреждение высшего образования «Бурятская государственная сельскохозяйственная академия имени В.Р. Филиппова»,"195,8",N/A,N/A,N/A
27,федеральное государственное бюджетное образовательное учреждение высшего образования «Бурятский государственный университет имени Доржи Банзарова»,"237,7",N/A,N/A,N/A
28,федеральное государственное бюджетное образовательное учреждение высшего образования «Владивостокский государственный университет экономики и сервиса»,"1 763,7",N/A,N/A,N/A
46,федеральное государственное бюджетное образовательное учреждение высшего образования «Восточно-Сибирский государственный университет технологий и управления»,"511,9",N/A,N/A,N/A
1626,федеральное государственное бюджетное образовательное учреждение высшего образования «Дальневосточный государственный медицинский университет» Министерства здравоохранения Российской Федерации,N/A,"7,8",N/A,N/A
1756,федеральное государственное бюджетное образовательное учреждение высшего образования «Дальневосточный государственный технический рыбохозяйственный университет»,"698,5",N/A,N/A,N/A
1691,федеральное государственное бюджетное образовательное учреждение высшего образования «Дальневосточный государственный университет путей сообщения»,"1 238,3",N/A,N/A,N/A
103,федеральное государственное бюджетное образовательное учреждение высшего образования «Комсомольский-на-Амуре государственный университет»,"118,6",N/A,N/A,N/A
1709,Федеральное государственное бюджетное образовательное учреждение высшего образования «Морской государственный университет имени адмирала Г.И. Невельского»,"260,1",N/A,N/A,N/A
288,Федеральное государственное бюджетное образовательное учреждение высшего образования «Тихоокеанский государственный университет»,"925,1",N/A,N/A,N/A
110157,"Частное образовательное учреждение высшего образования ""Байкальский экономико-правовой институт""","13,9",N/A,N/A,N/A
10006819,"Амурский институт железнодорожного транспорта - филиал федерального государственного бюджетного образовательного учреждения высшего образования ""Дальневосточный государственный университет путей сообщения"" в г. Свободном","4,3",N/A,N/A,N/A
10006820,"Байкало-Амурский институт железнодорожного транспорта - филиал федерального государственного бюджетного образовательного учреждения высшего образования ""Дальневосточный государственный университет путей сообщения"" в г. Тынде","1,5",N/A,N/A,N/A
12012936,"Байкальский филиал Автономной некоммерческой организации высшего образования ""Гуманитарный институт"" (г. Москва)","4,4",N/A,N/A,N/A
10006747,"Владивостокский филиал государственного казенного образовательного учреждения высшего образования ""Российская таможенная академия""","593,6",N/A,N/A,N/A
10006805,Дальневосточный институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Всероссийский государственный университет юстиции (РПА Минюста России)» в г. Хабаровске,N/A,N/A,"510,2",N/A
10006731,"Дальневосточный институт управления - филиал федерального государственного бюджетного образовательного учреждения высшего образования ""Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации"" ","715,9",N/A,N/A,N/A
1811,Дальневосточный филиал ФГБОУ ВО ВАВТ Минэкономразвития России,"98,3",N/A,N/A,N/A
10006946,"Дальневосточный филиал Федерального государственного бюджетного образовательного учреждения высшего образования ""Российский государственный университет правосудия"" (г. Хабаровск)",N/A,N/A,"365,4",N/A
10006538,"Забайкальский аграрный институт - филиал Федерального государственного бюджетного образовательного учреждения высшего образования ""Иркутский государственный аграрный университет имени А.А. Ежевского""","61,3",N/A,N/A,N/A
10006936,Забайкальский институт железнодорожного транспорта – филиал Федерального государственного бюджетного образовательного учреждения высшего образования «Иркутский государственный университет путей сообщения»,"168,6",N/A,N/A,N/A
